City,PG Name,Nearby College,Address,Rent (INR/Month),Room Type,Amenities,Distance to College (km),Rating,Reviews,Contact,Nearby Companies,Nearby Locations,PG Type,Vacancy Status,Meals Included,Meal Charges,Electricity Charges,Room Size (sq.ft),Public Transport Access,Gym,Wi-Fi Speed,Payment Frequency,Advance Payment Required,Security Features,Social Events
Salem,"Davis, Ho and Thomas",Dr. G.R. Damodaran College of Science,"8263 Murphy Locks
New Richard, TX 14838",9008,Shared,"AC, Laundry, Parking",2.0822796376097363,3.2160574460394455,Every protect develop letter life.,+1-248-421-8240,"Adams, Alvarez and Gomez",East Robert,Co-ed,Not Available,Yes,2082,Not Included,168,Near metro station,No,Unlimited,Quarterly,No,"CCTV, Guard at Night",Yes
Tiruchirappalli,Moore Ltd,National Institute of Technology Tiruchirappalli,"0407 Adkins Ramp Apt. 468
North Roy, RI 14712",6167,Single,"Wi-Fi, AC, Laundry, Kitchen",2.135274730900238,4.27554864963719,Couple collection meet state probably standard.,328-995-4010x4982,Doyle-Torres,West Brittany,Co-ed,Not Available,No,0,Not Included,178,5 min walk to bus stop,Yes,100 Mbps,Quarterly,No,Security Guard,No
Coimbatore,Williams LLC,Tamil Nadu Agricultural University,"6436 Alvarez Meadow Apt. 253
Port Madisonfurt, MI 95901",9286,Double,"Wi-Fi, AC, Laundry, Kitchen",4.663446920686933,4.264498387987671,State discussion general enough arm response.,(411)411-7758,Bailey and Sons,Mejiaside,Male-only,Available,Yes,2953,Not Included,116,Near local train,No,Unlimited,Monthly,Yes,"CCTV, Guard at Night",No
Madurai,Jarvis and Sons,VIT Madurai,"206 Kevin Pass Apt. 381
Lake Leslieton, RI 45371",5027,Double,"AC, Laundry, Parking",2.6785398333184265,4.422376235758409,Nor result rich remember floor present.,+1-610-368-0881,Long Inc,Port Garrettland,Male-only,Not Available,Yes,2714,Included,148,5 min walk to bus stop,Yes,50 Mbps,Monthly,No,"CCTV, Guard at Night",No
Tiruchirappalli,Meyers-Dawson,National Institute of Technology Tiruchirappalli,"99344 Gary Loaf
New Gabrieltown, TN 76253",12963,Shared,"Wi-Fi, AC, Laundry, Kitchen",3.947295565065299,3.3233703990797436,Especially color suffer address.,884.210.9140x529,Decker and Sons,South Haleyfort,Female-only,Available,Yes,1370,Included,112,Near metro station,Yes,Unlimited,Quarterly,Yes,"CCTV, Guard at Night",No
Vellore,Rangel-Cruz,VIT Vellore,"70630 Kathryn Prairie Apt. 790
Tiffanyfurt, DE 91446",13525,Shared,"Wi-Fi, AC, Laundry, Kitchen",2.8462294925025193,4.100230847869724,Available right sense sense.,(589)842-2692x1890,"Thompson, Dawson and Collins",Mooreland,Female-only,Available,No,0,Not Included,184,5 min walk to bus stop,No,Unlimited,Quarterly,No,Security Guard,Yes
Madurai,Hernandez-Kent,VIT Madurai,"6994 Elizabeth Estates Apt. 808
North Bryan, DC 58699",9137,Shared,"Wi-Fi, AC, Laundry, Kitchen",2.8266692365741726,3.9743362446935997,Green glass benefit why.,581-825-3002x895,"Baker, Morrison and Shaw",Lake Daniel,Co-ed,Available,No,0,Included,123,5 min walk to bus stop,No,100 Mbps,Monthly,No,"CCTV, Guard at Night",No
Salem,Austin LLC,Periyar University,"692 Kathleen Court
Ericfort, CA 58123",14675,Double,"Wi-Fi, AC, Laundry, Kitchen",4.447374007999012,4.219775397603036,Fact analysis recognize that successful green morning.,019.643.8420x7407,Murphy-Hicks,Sarahchester,Female-only,Available,No,0,Included,141,5 min walk to bus stop,Yes,50 Mbps,Quarterly,Yes,Security Guard,No
Tiruchirappalli,Perez LLC,Bharathidasan University,"2695 Christina Flat Suite 312
Sheltonstad, IA 87285",10427,Single,"Wi-Fi, Laundry",2.417431850787693,3.2803036118852016,They onto whole friend possible PM after.,001-342-900-5183,Dorsey LLC,Lake Yvetteburgh,Male-only,Not Available,Yes,2585,Included,104,5 min walk to bus stop,Yes,50 Mbps,Quarterly,Yes,Security Guard,No
Erode,Reeves-Russell,The Gandhigram Rural Institute,"0365 Adam Ridges
Cookfurt, NV 22171",9453,Shared,"Wi-Fi, Laundry",2.3640599086477203,3.7350878139127985,Fire most lay past very run.,(674)309-8590,Phillips LLC,East Sarahfurt,Co-ed,Available,Yes,2999,Not Included,122,Near local train,No,100 Mbps,Quarterly,Yes,Security Guard,No
Erode,"Olson, Hughes and Gillespie",The Gandhigram Rural Institute,"41164 Cassandra Locks Suite 665
East Bryanchester, MD 04168",5268,Single,"Wi-Fi, AC, Laundry, Kitchen",1.2266410245802701,4.439300059066626,Economic consider project impact.,001-586-476-9542,"George, Mitchell and Miller",East Alexanderstad,Co-ed,Available,No,0,Not Included,163,Near metro station,Yes,Unlimited,Monthly,Yes,"CCTV, Guard at Night",No
Chennai,"Garcia, Weaver and Williams",University of Madras,"PSC 3755, Box 5834
APO AA 29498",14006,Single,"Wi-Fi, AC, Laundry, Kitchen",3.2621816305853395,4.349776141788589,Should message memory lot.,+1-008-188-5231x865,Murphy-Miller,West Angelaland,Male-only,Available,Yes,1079,Included,109,Near metro station,Yes,Unlimited,Monthly,No,Security Guard,No
Chennai,"Rose, Moran and Thompson",University of Madras,"197 Justin Crossing
Grossmouth, MS 56496",6141,Single,"Wi-Fi, Laundry",4.770211650493721,4.1163356849956205,Whole walk share away finally.,523-315-9208x8095,"Glover, Mullins and Cuevas",Christopherville,Co-ed,Not Available,Yes,2866,Included,101,Near local train,No,Unlimited,Quarterly,No,"CCTV, Guard at Night",Yes
Erode,"Smith, Stone and Martinez",The Gandhigram Rural Institute,"1898 Debbie Roads
Coopertown, ND 98457",11748,Single,"Wi-Fi, Laundry",2.417892850449903,4.220069395925579,However finally lead ahead detail.,405-271-4847,"Gonzalez, Johnson and Richards",Kathyfurt,Co-ed,Available,No,0,Included,192,Near local train,Yes,100 Mbps,Quarterly,No,"CCTV, Guard at Night",No
Erode,Dixon-Wright,Erode Arts and Science College,"1423 Jessica Springs Apt. 641
Port Michael, HI 08714",11038,Double,"Wi-Fi, AC, Laundry, Kitchen",1.8472894764430428,3.9991861558043915,Voice color box chair identify blue.,+1-359-177-2952,"Williams, Garcia and Cohen",South Danielfort,Co-ed,Not Available,Yes,1673,Not Included,155,5 min walk to bus stop,Yes,50 Mbps,Monthly,Yes,"CCTV, Guard at Night",No
Madurai,Moore Group,Madurai Kamaraj University,"5128 Ruth Turnpike
North Josephside, MI 15064",8839,Shared,"AC, Laundry, Parking",1.3900058789734286,3.299622062543333,Civil south than animal.,(527)551-6125,Bonilla Ltd,New Debbiechester,Co-ed,Available,No,0,Included,197,Near local train,Yes,Unlimited,Quarterly,No,"CCTV, Guard at Night",No
Salem,Nixon-Hull,Government College of Engineering Salem,"564 Amber Mall
Garciaport, TN 44964",10774,Double,"Wi-Fi, AC, Laundry, Kitchen",3.3765478203656607,3.538066055418212,Pull nation group source statement still officer.,+1-796-648-3656x58738,"Valencia, Smith and Fuller",Dillontown,Male-only,Available,No,0,Not Included,116,5 min walk to bus stop,Yes,100 Mbps,Monthly,No,CCTV,Yes
Salem,Smith-King,Dr. G.R. Damodaran College of Science,"866 Manuel Cape Suite 268
Danaton, WI 83111",11540,Double,"AC, Laundry, Parking",2.760044770943355,4.818204956048099,No opportunity difference mission almost employee break.,+1-342-851-6800x1341,Wong Ltd,Robertland,Male-only,Available,No,0,Not Included,163,Near metro station,No,100 Mbps,Quarterly,Yes,Security Guard,Yes
Coimbatore,Gutierrez-Bolton,PSG College of Technology,"2747 Hampton Valleys
Lake Alex, TN 69654",10857,Single,"AC, Laundry, Parking",4.266746990834717,4.837825608300157,Why spend meet use yet standard actually position.,+1-162-447-0265x759,Wade-Jones,Vanessaland,Co-ed,Available,No,0,Not Included,135,Near metro station,Yes,100 Mbps,Monthly,Yes,CCTV,No
Tiruchirappalli,"Stephens, Olson and Miller",Anna University Tiruchirappalli,"Unit 4979 Box 9328
DPO AP 26047",13602,Single,"Wi-Fi, Laundry",4.696652317508164,3.5865148226866483,Upon cover unit similar instead international check.,713.264.8177x741,Logan Group,East Carolmouth,Female-only,Available,Yes,2107,Included,118,5 min walk to bus stop,No,Unlimited,Monthly,No,Security Guard,Yes
Erode,"Kelley, Terry and Wiley",The Gandhigram Rural Institute,"396 Lisa Springs Apt. 011
Jacquelineshire, KY 61129",6918,Shared,"Wi-Fi, Laundry",4.086980468781421,4.197585132943507,Vote visit teacher way outside though young economy.,+1-397-375-2208,"Schwartz, Murphy and Becker",New Stephen,Male-only,Available,Yes,1356,Included,143,Near local train,Yes,Unlimited,Quarterly,Yes,Security Guard,No
Chennai,"Wall, Whitehead and Anderson",SRM Institute of Science and Technology,"448 Kerri Extension
Lake Patrick, LA 75601",7698,Single,"AC, Laundry, Parking",2.223896358318646,3.654299661272871,View support ground teacher.,220-209-6736,"Glass, Griffin and Green",West Malloryside,Female-only,Not Available,No,0,Included,105,Near metro station,No,50 Mbps,Quarterly,Yes,Security Guard,No
Erode,Johnson Group,Erode Arts and Science College,"857 Brittany Points
Port Christopherfort, OK 96902",9739,Single,"AC, Laundry, Parking",2.7065640738295262,4.369352584513603,Political could final tax point service.,395-583-4570,"Drake, Jones and Taylor",Bethanyside,Female-only,Not Available,Yes,2022,Not Included,117,5 min walk to bus stop,Yes,100 Mbps,Monthly,No,"CCTV, Guard at Night",Yes
Vellore,Lutz and Sons,Vellore Institute of Technology University,"33426 Cynthia Villages Suite 101
Jessicastad, OH 47054",5704,Shared,"Wi-Fi, AC, Laundry, Kitchen",3.2981102732795153,4.713645268435297,Ask professional responsibility treatment pay month.,+1-279-174-2836,Smith and Sons,North Ian,Female-only,Available,No,0,Included,152,Near local train,Yes,100 Mbps,Quarterly,Yes,"CCTV, Guard at Night",No
Tiruchirappalli,Shepherd PLC,Anna University Tiruchirappalli,"748 Wagner Port
West Justin, PA 97809",10721,Shared,"Wi-Fi, AC, Laundry, Kitchen",3.6732189457214526,4.0019647088576145,Wide back interest series meet feel.,937-887-4651,Mccarthy Inc,Blakemouth,Co-ed,Not Available,No,0,Included,127,Near metro station,Yes,100 Mbps,Quarterly,No,Security Guard,Yes
Salem,Gomez-Lee,Periyar University,"386 Fuller Bridge
Port Kayla, NC 45892",14173,Shared,"AC, Laundry, Parking",3.8335807896468985,4.866363904578561,Sign catch official firm.,001-515-976-9473x65415,Gregory-Foster,East Paul,Male-only,Available,No,0,Not Included,140,Near metro station,No,100 Mbps,Quarterly,No,"CCTV, Guard at Night",No
Coimbatore,Peterson Group,Coimbatore Institute of Technology,"41294 Gregory Ridge Apt. 086
Lake Phillip, IN 61815",7032,Double,"Wi-Fi, AC, Laundry, Kitchen",1.2040339837128329,4.054358649076725,Human opportunity fund budget bring position.,001-182-862-3038,Lucas Inc,Adamstown,Co-ed,Not Available,Yes,2299,Not Included,175,Near local train,Yes,50 Mbps,Quarterly,Yes,CCTV,No
Coimbatore,"Brown, Clark and Gardner",Coimbatore Institute of Technology,"97363 Smith Neck Suite 635
Nguyenport, NJ 46791",8507,Single,"Wi-Fi, Laundry",1.8357843928118456,3.9375013315606067,White decision attack street stand community.,822-286-8279x0712,Bean-Key,West Danielville,Co-ed,Available,Yes,1536,Not Included,134,Near local train,Yes,100 Mbps,Monthly,No,Security Guard,No
Erode,"Taylor, Collins and Edwards",The Gandhigram Rural Institute,"526 Chavez Overpass
Davismouth, HI 59057",7436,Shared,"AC, Laundry, Parking",2.1800530963870375,4.372587600620006,Need that left minute campaign how.,+1-658-585-4944x8884,Miller-Watson,Parkfurt,Male-only,Available,No,0,Not Included,117,5 min walk to bus stop,No,Unlimited,Monthly,Yes,Security Guard,No
Chennai,Gonzalez PLC,SRM Institute of Science and Technology,"5342 Jacob Place
South Cherylberg, KY 47067",11237,Shared,"Wi-Fi, Laundry",1.3621275380911837,4.611272516422231,Mr assume structure easy myself.,141.266.9656,"Compton, Webb and Mercer",Port Aaron,Co-ed,Available,No,0,Included,138,Near metro station,Yes,50 Mbps,Quarterly,No,Security Guard,Yes
Erode,Mack-Hammond,Erode Arts and Science College,"526 Carol Brook Apt. 338
Jamesville, NC 45457",13786,Double,"AC, Laundry, Parking",4.282271891365109,3.6662120482702925,Coach rule white a include section minute.,001-356-536-7464x0776,"Schneider, Reyes and Zamora",Lake Johntown,Co-ed,Available,Yes,1451,Included,147,Near metro station,No,100 Mbps,Monthly,Yes,CCTV,Yes
Salem,"Davis, Ruiz and Bell",Periyar University,"64177 Brittney Rapid
North Jacqueline, WI 78576",14770,Shared,"Wi-Fi, Laundry",4.887592609627745,4.734954258308437,Indeed drug have everything very.,2143247147,"Schaefer, King and Terry",Wendyburgh,Female-only,Available,Yes,1637,Not Included,182,Near local train,Yes,Unlimited,Quarterly,Yes,"CCTV, Guard at Night",No
Vellore,Smith-Stark,VIT Vellore,"PSC 6951, Box 5496
APO AP 58691",14225,Shared,"Wi-Fi, Laundry",2.599293924343404,4.710543044921476,Family music wife.,(458)671-0297x5258,Bell PLC,Robertsshire,Co-ed,Available,Yes,2095,Included,180,Near local train,Yes,100 Mbps,Quarterly,Yes,Security Guard,Yes
Tiruchirappalli,Hall-Lewis,National Institute of Technology Tiruchirappalli,"USNS Baker
FPO AA 63577",13222,Shared,"AC, Laundry, Parking",3.1698341395040286,4.792956993964343,Owner market step color.,614-264-8572,Campos-Miller,Rebeccamouth,Co-ed,Available,No,0,Included,181,Near local train,Yes,Unlimited,Monthly,Yes,Security Guard,Yes
Salem,Morales Inc,Dr. G.R. Damodaran College of Science,"07910 Lindsey Unions
Russellmouth, IL 04972",13008,Double,"AC, Laundry, Parking",3.7955354470609652,3.2836949825693877,Play painting now affect box.,(318)700-7649,"White, Roberts and Sheppard",West Michaelburgh,Co-ed,Not Available,No,0,Included,126,5 min walk to bus stop,Yes,100 Mbps,Quarterly,No,Security Guard,No
Salem,Farmer PLC,Government College of Engineering Salem,"USNV Clarke
FPO AE 21844",12535,Shared,"AC, Laundry, Parking",3.9086498059056436,3.681802605694327,Deep field green national unit.,(757)504-1352,Cooper Group,Port Benjamin,Co-ed,Available,No,0,Included,171,5 min walk to bus stop,No,Unlimited,Quarterly,No,"CCTV, Guard at Night",Yes
Erode,Dillon and Sons,Erode Arts and Science College,"483 Matthew Station Suite 592
Port Alisonstad, TX 14152",7225,Double,"Wi-Fi, Laundry",3.706171493199608,3.1698602487211787,Vote about close.,800.359.8550,"Blackburn, Harris and Ali",Jamesmouth,Co-ed,Available,Yes,1365,Not Included,133,Near metro station,Yes,100 Mbps,Monthly,Yes,CCTV,Yes
Coimbatore,Hale-Moss,Tamil Nadu Agricultural University,"297 Sonya Ferry Suite 878
Jacksonview, PA 19104",10899,Single,"AC, Laundry, Parking",2.177252795241927,3.2274642312780477,Toward kitchen sound ago with key less.,545-226-9470,"Lee, Horn and Patrick",New Patriciafort,Male-only,Not Available,Yes,1662,Included,190,5 min walk to bus stop,No,50 Mbps,Quarterly,No,Security Guard,No
Vellore,Harding-Rosario,Vellore Institute of Technology University,"85995 Meyers Way Suite 110
Rossmouth, VA 26983",11188,Shared,"Wi-Fi, Laundry",1.7583183086309506,3.1832218312778733,Join southern civil cell second serious city.,995.748.3698x3248,"Jordan, Miller and Brown",Jenniferbury,Male-only,Not Available,Yes,2820,Included,101,Near metro station,No,Unlimited,Quarterly,No,CCTV,No
Coimbatore,Bonilla-Petty,Coimbatore Institute of Technology,"46348 Rhodes Bypass
Port Michelle, WI 18187",5904,Shared,"Wi-Fi, Laundry",3.3967711096186477,3.7294686751268395,Vote class compare provide cultural but.,203.656.1079x3978,Conner LLC,Samuelbury,Male-only,Not Available,No,0,Not Included,119,Near local train,Yes,50 Mbps,Quarterly,No,CCTV,No
Madurai,Jones Ltd,Madurai Kamaraj University,"043 Smith Cliffs
New Daniel, SC 84600",6856,Shared,"AC, Laundry, Parking",3.700637097738937,4.289281787656693,Enjoy effort put cause.,(440)713-3924,Friedman-Porter,Terryview,Male-only,Available,Yes,2791,Not Included,115,5 min walk to bus stop,Yes,100 Mbps,Monthly,Yes,"CCTV, Guard at Night",Yes
Erode,Fleming Ltd,Erode Arts and Science College,"6603 Watts Gardens Apt. 820
Port Markside, MI 35254",7264,Single,"Wi-Fi, AC, Laundry, Kitchen",2.405997856001739,3.2158330641636828,White but daughter level capital usually material.,464-620-3466,Lane-Bauer,South Robertmouth,Male-only,Available,No,0,Included,146,Near local train,No,Unlimited,Monthly,No,Security Guard,Yes
Erode,"Robertson, Morrison and Jackson",Erode Arts and Science College,"5914 Perez Trafficway Suite 263
Leemouth, AZ 49680",10405,Single,"AC, Laundry, Parking",1.294249787375529,3.6985291107246026,Start indicate only under.,001-650-710-4138,Ramos-Khan,Vincentville,Female-only,Not Available,No,0,Not Included,171,5 min walk to bus stop,No,50 Mbps,Quarterly,No,Security Guard,Yes
Chennai,Davis-Elliott,Anna University,"986 Savannah Locks Apt. 164
Knightberg, PA 38033",10628,Double,"Wi-Fi, AC, Laundry, Kitchen",4.338794104763407,3.655407028168839,Make seven meeting along.,280-054-7747,Mclaughlin Group,Janetborough,Male-only,Not Available,Yes,2562,Not Included,135,5 min walk to bus stop,Yes,Unlimited,Monthly,Yes,"CCTV, Guard at Night",No
Erode,"Parker, Francis and Padilla",The Gandhigram Rural Institute,"26139 Shannon Lodge
Port Crystalhaven, IA 19520",8087,Single,"Wi-Fi, AC, Laundry, Kitchen",4.987293113864471,4.548561204834181,Light practice similar south.,001-069-226-5620x855,Smith-Bradford,Nelsonfort,Co-ed,Not Available,No,0,Included,193,Near local train,No,50 Mbps,Quarterly,No,Security Guard,No
Coimbatore,Morgan-Guerra,Coimbatore Institute of Technology,"220 William Dale
South Heather, MO 29810",13842,Double,"AC, Laundry, Parking",1.0738006096529324,3.357769951712123,Commercial structure student.,3114056898,Moss Inc,West William,Female-only,Available,Yes,2680,Not Included,182,Near local train,Yes,100 Mbps,Monthly,Yes,CCTV,No
Erode,Olson-Rodriguez,Erode Arts and Science College,"76872 Wallace Grove
North Matthewberg, AK 06545",8412,Shared,"AC, Laundry, Parking",4.071914696310207,4.154413707511462,Church although resource build explain friend.,106.271.5858x733,"Mcpherson, Lee and Cooke",Bishopburgh,Male-only,Not Available,Yes,1145,Not Included,163,Near local train,Yes,50 Mbps,Monthly,No,Security Guard,No
Chennai,"Downs, Scott and Valencia",SRM Institute of Science and Technology,"563 Glover Oval
Chelseamouth, CO 19669",9530,Single,"AC, Laundry, Parking",3.9960103795178545,4.056077394157829,Season PM together near also but.,+1-193-468-8589x6286,Campbell-Morales,Matthewberg,Female-only,Available,Yes,1273,Included,108,5 min walk to bus stop,No,100 Mbps,Quarterly,No,Security Guard,Yes
Chennai,Nolan-Martinez,University of Madras,"29216 Samuel Street Apt. 365
Port Terribury, WV 62933",8815,Double,"Wi-Fi, Laundry",3.713983091361644,3.39569068599545,Respond forget wonder far himself impact far.,124-838-6484,Grant LLC,New Briantown,Female-only,Not Available,No,0,Not Included,138,5 min walk to bus stop,Yes,50 Mbps,Quarterly,No,"CCTV, Guard at Night",No
Salem,Bowen Inc,Dr. G.R. Damodaran College of Science,"0798 Kathleen Bypass Suite 767
East Samuelbury, IA 38299",11703,Shared,"AC, Laundry, Parking",2.047008828274299,4.835931253684179,Suddenly stop nor lot thing.,148.078.0201x76030,Marshall-Kim,Delacruzton,Male-only,Not Available,No,0,Included,117,Near metro station,No,50 Mbps,Quarterly,Yes,"CCTV, Guard at Night",Yes
